Indicator,State,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,36,31,41.3,31.0 - 41.3,35.5-37.1
Symptoms of Depressive Disorder,West Virginia,25.7,20.6,31.2,20.6 - 31.2,24.5-27.6
Symptoms of Anxiety Disorder,West Virginia,35.7,29.2,42.7,29.2 - 42.7,34.8-36.6
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,39.3,32.4,46.5,32.4 - 46.5,38.9-41.6
Symptoms of Depressive Disorder,West Virginia,29.6,24,35.7,24.0 - 35.7,27.6-30.1
Symptoms of Anxiety Disorder,West Virginia,36.6,30.4,43.2,30.4 - 43.2,36.4-38.4
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,42.6,35.9,49.7,35.9 - 49.7,41.6-44.3
Symptoms of Depressive Disorder,West Virginia,31.6,26.2,37.4,26.2 - 37.4,31.3-36.9
Symptoms of Anxiety Disorder,West Virginia,40.6,34.9,46.5,34.9 - 46.5,37.8-43.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,44.2,38.3,50.3,38.3 - 50.3,43.8-47.6
Symptoms of Depressive Disorder,West Virginia,37,30.7,43.6,30.7 - 43.6,32.4-39.4
Symptoms of Anxiety Disorder,West Virginia,39.5,34.2,45.1,34.2 - 45.1,38.2-45.5
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,48.1,42,54.2,42.0 - 54.2,44.2-50.0
Symptoms of Depressive Disorder,West Virginia,38.5,32.5,44.9,32.5 - 44.9,30.2-38.5
Symptoms of Anxiety Disorder,West Virginia,41.6,36.1,47.2,36.1 - 47.2,37.4-49.2
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,49.7,43.4,55.9,43.4 - 55.9,42.9-52.3
Symptoms of Depressive Disorder,West Virginia,31.6,25.1,38.8,25.1 - 38.8,30.4-34.0
Symptoms of Anxiety Disorder,West Virginia,34.7,28.3,41.5,28.3 - 41.5,32.4-35.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,41.8,34.8,49,34.8 - 49.0,40.9-43.2
Symptoms of Depressive Disorder,West Virginia,30.7,25.4,36.4,25.4 - 36.4,29.9-33.4
Symptoms of Anxiety Disorder,West Virginia,37.2,31.1,43.5,31.1 - 43.5,35.6-39.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,41.8,35.3,48.7,35.3 - 48.7,40.7-45.1
Symptoms of Depressive Disorder,West Virginia,29,23.7,34.8,23.7 - 34.8,27.5-29.1
Symptoms of Anxiety Disorder,West Virginia,33.3,27.8,39.2,27.8 - 39.2,32.9-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,39.1,32.9,45.5,32.9 - 45.5,38.3-40.1
Symptoms of Depressive Disorder,West Virginia,31.1,25.6,37,25.6 - 37.0,28.2-35.0
Symptoms of Anxiety Disorder,West Virginia,40.6,34.3,47.2,34.3 - 47.2,33.2-40.6
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,43.5,36.6,50.6,36.6 - 50.6,38.8-47.2
Symptoms of Depressive Disorder,West Virginia,30.6,23.7,38.2,23.7 - 38.2,25.6-33.2
Symptoms of Anxiety Disorder,West Virginia,36.7,31.5,42.2,31.5 - 42.2,31.5-37.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,41,35.1,47,35.1 - 47.0,36.3-42.6
Symptoms of Depressive Disorder,West Virginia,29.1,23.7,34.9,23.7 - 34.9,23.8-29.1
Symptoms of Anxiety Disorder,West Virginia,35.6,29,42.6,29.0 - 42.6,29.0-35.6
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,42.1,35.5,48.9,35.5 - 48.9,33.6-42.1
Symptoms of Depressive Disorder,West Virginia,24.8,19.1,31.3,19.1 - 31.3,23.2-27.3
Symptoms of Anxiety Disorder,West Virginia,27.6,21.5,34.4,21.5 - 34.4,25.8-27.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,31,24.8,37.8,24.8 - 37.8,29.9-31.8
Symptoms of Depressive Disorder,West Virginia,24,18.6,30.1,18.6 - 30.1,22.8-27.6
Symptoms of Anxiety Disorder,West Virginia,26.3,20.9,32.2,20.9 - 32.2,25.0-27.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,31.6,25.6,38,25.6 - 38.0,29.0-32.3
Symptoms of Depressive Disorder,West Virginia,22.3,16.9,28.5,16.9 - 28.5,20.3-22.3
Symptoms of Anxiety Disorder,West Virginia,27.9,21.6,34.9,21.6 - 34.9,27.0-31.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,31.8,25.5,38.6,25.5 - 38.6,29.3-31.8
Symptoms of Depressive Disorder,West Virginia,21.3,15.8,27.7,15.8 - 27.7,20.8-22.3
Symptoms of Anxiety Disorder,West Virginia,32.7,26.2,39.8,26.2 - 39.8,28.2-35.7
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,37.2,30.8,43.9,30.8 - 43.9,32.0-39.2
Symptoms of Depressive Disorder,West Virginia,24.8,19.8,30.4,19.8 - 30.4,23.2-29.6
Symptoms of Anxiety Disorder,West Virginia,29.6,23.7,35.9,23.7 - 35.9,26.4-33.5
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,34.1,27.8,40.9,27.8 - 40.9,31.3-37.5
Symptoms of Depressive Disorder,West Virginia,25.4,20,31.4,20.0 - 31.4,24.3-31.3
Symptoms of Anxiety Disorder,West Virginia,30.8,24.5,37.6,24.5 - 37.6,29.7-36.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,35.4,28.7,42.5,28.7 - 42.5,34.3-40.9
Symptoms of Depressive Disorder,West Virginia,23.1,18.5,28.3,18.5 - 28.3,21.2-23.1
Symptoms of Anxiety Disorder,West Virginia,31.6,26.6,37,26.6 - 37.0,28.0-35.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,34,29,39.3,29.0 - 39.3,32.5-39.7
Symptoms of Depressive Disorder,West Virginia,24.4,19.9,29.5,19.9 - 29.5,22.6-25.0
Symptoms of Anxiety Disorder,West Virginia,29.6,24.3,35.3,24.3 - 35.3,27.6-30.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,34.2,28.6,40.2,28.6 - 40.2,34.1-41.7
Symptoms of Depressive Disorder,West Virginia,24.6,18.2,31.9,18.2 - 31.9,24.3-31.2
Symptoms of Anxiety Disorder,West Virginia,26.6,21.8,31.8,21.8 - 31.8,25.6-27.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,32.6,25.7,40.1,25.7 - 40.1,31.2-33.7
Symptoms of Depressive Disorder,West Virginia,25.4,20.6,30.8,20.6 - 30.8,21.4-25.5
Symptoms of Anxiety Disorder,West Virginia,27.2,22.2,32.7,22.2 - 32.7,26.8-30.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,30.7,25.4,36.4,25.4 - 36.4,28.3-31.3
Symptoms of Depressive Disorder,West Virginia,22.7,17.5,28.5,17.5 - 28.5,22.6-24.0
Symptoms of Anxiety Disorder,West Virginia,27.6,20.9,35.2,20.9 - 35.2,27.4-29.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,31.7,24.2,40.1,24.2 - 40.1,28.7-31.9
Symptoms of Depressive Disorder,West Virginia,25.2,20.7,30.1,20.7 - 30.1,23.2-28.2
Symptoms of Anxiety Disorder,West Virginia,36.5,29.8,43.7,29.8 - 43.7,29.1-36.7
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,39.9,33.2,46.9,33.2 - 46.9,33.3-39.9
Symptoms of Depressive Disorder,West Virginia,25.9,21.1,31.1,21.1 - 31.1,24.7-31.4
Symptoms of Anxiety Disorder,West Virginia,31.6,26.4,37.1,26.4 - 37.1,30.5-36.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,34.6,29.3,40.2,29.3 - 40.2,32.3-34.6
Symptoms of Depressive Disorder,West Virginia,27.4,21.8,33.5,21.8 - 33.5,23.9-29.6
Symptoms of Anxiety Disorder,West Virginia,30.5,25.5,35.8,25.5 - 35.8,29.4-34.4
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,36.1,30.2,42.3,30.2 - 42.3,33.5-38.2
Symptoms of Depressive Disorder,West Virginia,24.6,20,29.6,20.0 - 29.6,22.9-28.4
Symptoms of Anxiety Disorder,West Virginia,30.6,26.7,34.7,26.7 - 34.7,29.6-35.2
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,34,29.8,38.4,29.8 - 38.4,33.8-38.8
Symptoms of Depressive Disorder,West Virginia,34.9,28.2,42.1,28.2 - 42.1,23.0-34.9
Symptoms of Anxiety Disorder,West Virginia,36.7,30.6,43.1,30.6 - 43.1,28.7-36.7
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,44,38,50.2,38.0 - 50.2,32.8-44.0
Symptoms of Depressive Disorder,West Virginia,23.8,18.4,29.9,18.4 - 29.9,23.2-30.3
Symptoms of Anxiety Disorder,West Virginia,26.9,21.8,32.5,21.8 - 32.5,26.2-27.9
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,31,25.5,36.9,25.5 - 36.9,30.1-31.9
Symptoms of Depressive Disorder,West Virginia,27.1,21.2,33.6,21.2 - 33.6,25.0-32.7
Symptoms of Anxiety Disorder,West Virginia,33.9,27.1,41.1,27.1 - 41.1,30.9-38.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,40.2,33.3,47.4,33.3 - 47.4,34.9-46.1
Symptoms of Depressive Disorder,West Virginia,26.9,20.4,34.2,20.4 - 34.2,25.8-33.1
Symptoms of Anxiety Disorder,West Virginia,29.5,22.9,36.7,22.9 - 36.7,28.6-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,37.5,30.8,44.6,30.8 - 44.6,37.1-43.5
Symptoms of Depressive Disorder,West Virginia,27.3,20.4,35,20.4 - 35.0,23.6-32.6
Symptoms of Anxiety Disorder,West Virginia,38.2,31,45.9,31.0 - 45.9,30.0-38.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,42.6,34.5,51,34.5 - 51.0,33.9-42.6
Symptoms of Depressive Disorder,West Virginia,25.8,21.2,30.8,21.2 - 30.8,24.5-26.3
Symptoms of Anxiety Disorder,West Virginia,28.7,23.8,34,23.8 - 34.0,24.6-29.5
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,36.5,30.6,42.6,30.6 - 42.6,36.0-37.9
Symptoms of Depressive Disorder,West Virginia,29.8,23.8,36.3,23.8 - 36.3,27.0-33.1
Symptoms of Anxiety Disorder,West Virginia,35.3,28.2,43,28.2 - 43.0,34.0-40.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,38.2,31.2,45.6,31.2 - 45.6,35.8-38.5
Symptoms of Depressive Disorder,West Virginia,27.3,22.7,32.2,22.7 - 32.2,26.4-30.2
Symptoms of Anxiety Disorder,West Virginia,30.7,25.7,36,25.7 - 36.0,28.6-30.7
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,37.2,32,42.5,32.0 - 42.5,35.3-37.2
Symptoms of Depressive Disorder,West Virginia,28,23,33.5,23.0 - 33.5,26.2-32.0
Symptoms of Anxiety Disorder,West Virginia,33.3,27.8,39,27.8 - 39.0,31.5-37.4
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,38.9,33,45,33.0 - 45.0,36.1-41.1
Symptoms of Depressive Disorder,West Virginia,25.6,20.1,31.7,20.1 - 31.7,23.0-30.8
Symptoms of Anxiety Disorder,West Virginia,34.2,28.4,40.5,28.4 - 40.5,29.4-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,37.9,32.7,43.4,32.7 - 43.4,33.3-39.2
Symptoms of Depressive Disorder,West Virginia,27,23.1,31.2,23.1 - 31.2,23.5-30.3
Symptoms of Anxiety Disorder,West Virginia,33,28.2,38.1,28.2 - 38.1,30.6-33.4
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,38,33.3,42.9,33.3 - 42.9,34.4-39.2
Symptoms of Depressive Disorder,West Virginia,29.1,21.8,37.4,21.8 - 37.4,23.6-29.7
Symptoms of Anxiety Disorder,West Virginia,39,31.8,46.7,31.8 - 46.7,29.8-39.0
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,42.4,34.8,50.2,34.8 - 50.2,34.6-42.4
Symptoms of Depressive Disorder,West Virginia,24.5,19.5,29.9,19.5 - 29.9,23.5-28.2
Symptoms of Anxiety Disorder,West Virginia,32.6,27.2,38.5,27.2 - 38.5,30.6-33.6
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,36.3,30.4,42.5,30.4 - 42.5,34.8-40.6
Symptoms of Depressive Disorder,West Virginia,25.1,18.7,32.5,18.7 - 32.5,23.4-29.8
Symptoms of Anxiety Disorder,West Virginia,30.6,23.7,38.1,23.7 - 38.1,30.0-39.4
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,33.2,26.3,40.8,26.3 - 40.8,31.6-34.5
Symptoms of Depressive Disorder,West Virginia,26.2,21.1,31.7,21.1 - 31.7,22.8-27.1
Symptoms of Anxiety Disorder,West Virginia,30.1,24.2,36.5,24.2 - 36.5,29.3-35.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,34.6,29.2,40.2,29.2 - 40.2,32.0-34.7
Symptoms of Depressive Disorder,West Virginia,23.4,19.5,27.8,19.5 - 27.8,21.4-24.5
Symptoms of Anxiety Disorder,West Virginia,29.3,25.1,33.7,25.1 - 33.7,27.5-29.9
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,33.5,29.1,38,29.1 - 38.0,32.7-35.1
Symptoms of Depressive Disorder,West Virginia,26.3,21.8,31.2,21.8 - 31.2,24.7-27.2
Symptoms of Anxiety Disorder,West Virginia,31.4,26.8,36.4,26.8 - 36.4,30.8-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,36.1,31.3,41.1,31.3 - 41.1,35.2-39.4
Symptoms of Depressive Disorder,West Virginia,20.2,16.8,23.9,16.8 - 23.9,19.6-20.6
Symptoms of Anxiety Disorder,West Virginia,27.9,23.6,32.5,23.6 - 32.5,26.5-31.3
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,32.9,28.4,37.7,28.4 - 37.7,31.4-37.0
Symptoms of Depressive Disorder,West Virginia,33.1,28.3,38.2,28.3 - 38.2,24.5-33.1
Symptoms of Anxiety Disorder,West Virginia,40.1,35.3,45,35.3 - 45.0,31.5-40.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,44.7,40,49.4,40.0 - 49.4,36.3-44.7
Symptoms of Depressive Disorder,West Virginia,27.4,23.4,31.7,23.4 - 31.7,24.6-27.8
Symptoms of Anxiety Disorder,West Virginia,34.8,29.1,40.8,29.1 - 40.8,31.7-34.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,40.1,34.7,45.7,34.7 - 45.7,36.4-41.0
Symptoms of Depressive Disorder,West Virginia,14.2,10.3,19,10.3 - 19.0,13.9-15.6
Symptoms of Anxiety Disorder,West Virginia,17.7,13.9,22.2,13.9 - 22.2,17.2-19.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,21.1,16.8,25.9,16.8 - 25.9,20.9-23.3
Symptoms of Depressive Disorder,West Virginia,13.6,9.8,18.1,9.8 - 18.1,13.3-15.1
Symptoms of Anxiety Disorder,West Virginia,14.7,11.1,18.8,11.1 - 18.8,12.6-15.3
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,18.6,14.4,23.4,14.4 - 23.4,16.4-18.9
Symptoms of Depressive Disorder,West Virginia,15.3,11.9,19.3,11.9 - 19.3,15.0-17.8
Symptoms of Anxiety Disorder,West Virginia,18,14.9,21.6,14.9 - 21.6,17.8-19.3
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,22.8,18.8,27.1,18.8 - 27.1,21.3-22.8
Symptoms of Depressive Disorder,West Virginia,19,15.3,23.2,15.3 - 23.2,15.0-20.4
Symptoms of Anxiety Disorder,West Virginia,22.1,18.1,26.4,18.1 - 26.4,19.4-22.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,26.8,22.5,31.5,22.5 - 31.5,23.1-26.8
Symptoms of Depressive Disorder,West Virginia,17.8,13.6,22.7,13.6 - 22.7,15.1-18.6
Symptoms of Anxiety Disorder,West Virginia,19,14.9,23.6,14.9 - 23.6,18.2-19.2
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,25.2,20.2,30.8,20.2 - 30.8,23.2-27.3
Symptoms of Depressive Disorder,West Virginia,14.7,11.6,18.2,11.6 - 18.2,13.4-15.3
Symptoms of Anxiety Disorder,West Virginia,19.2,16.2,22.6,16.2 - 22.6,19.1-21.2
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,22.8,19.2,26.8,19.2 - 26.8,22.4-24.6
Symptoms of Depressive Disorder,West Virginia,19.3,15.7,23.4,15.7 - 23.4,15.6-20.8
Symptoms of Anxiety Disorder,West Virginia,22.6,18.6,27,18.6 - 27.0,18.7-24.1
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,25.9,22,30.2,22.0 - 30.2,22.8-28.2
Symptoms of Depressive Disorder,West Virginia,18.3,14.3,22.8,14.3 - 22.8,15.1-18.7
Symptoms of Anxiety Disorder,West Virginia,21.4,16.6,26.7,16.6 - 26.7,19.2-21.8
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,25.2,20.2,30.6,20.2 - 30.6,22.8-26.8
Symptoms of Depressive Disorder,West Virginia,16.2,12.2,20.9,12.2 - 20.9,15.5-18.2
Symptoms of Anxiety Disorder,West Virginia,22.5,18.7,26.8,18.7 - 26.8,19.4-23.9
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,26.3,21.5,31.4,21.5 - 31.4,23.1-27.8
Symptoms of Depressive Disorder,Wisconsin,22,19.2,25,19.2 - 25.0,20.8 - 22.1
Symptoms of Anxiety Disorder,Wisconsin,27.1,24.1,30.2,24.1 - 30.2,21.7 - 27.8
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,31.1,28.1,34.3,28.1 - 34.3,25.6 - 33.3
Symptoms of Depressive Disorder,Wisconsin,22.9,17.2,29.5,17.2 - 29.5,20.7 - 23.0
Symptoms of Anxiety Disorder,Wisconsin,25.6,19.4,32.6,19.4 - 32.6,20.3 - 26.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,29.7,23.5,36.5,23.5 - 36.5,26.1 - 30.5
Symptoms of Depressive Disorder,Wisconsin,20.3,16.3,24.7,16.3 - 24.7,18.1-20.7
Symptoms of Anxiety Disorder,Wisconsin,23.4,18.8,28.5,18.8 - 28.5,19.0-25.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,28,23,33.4,23.0 - 33.4,23.8-29.7
Symptoms of Depressive Disorder,Wisconsin,20.8,16.5,25.6,16.5 - 25.6,17.2-20.9
Symptoms of Anxiety Disorder,Wisconsin,24.7,21,28.6,21.0 - 28.6,19.6-24.7
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,28.9,24.6,33.5,24.6 - 33.5,24.8-29.5
Symptoms of Depressive Disorder,Wisconsin,17.7,15,20.7,15.0 - 20.7,17.0-21.4
Symptoms of Anxiety Disorder,Wisconsin,22.7,19.3,26.3,19.3 - 26.3,18.4-26.7
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,26.7,23,30.6,23.0 - 30.6,26.0-31.6
Symptoms of Depressive Disorder,Wisconsin,19.5,16.1,23.3,16.1 - 23.3,14.7-21.2
Symptoms of Anxiety Disorder,Wisconsin,25.3,21.2,29.6,21.2 - 29.6,20.2-26.4
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,28.3,24.1,32.8,24.1 - 32.8,23.0-31.0
Symptoms of Depressive Disorder,Wisconsin,17.5,13.6,21.9,13.6 - 21.9,14.3-21.7
Symptoms of Anxiety Disorder,Wisconsin,23.5,18.7,28.9,18.7 - 28.9,22.7-27.3
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,26.5,21.6,32,21.6 - 32.0,25.5-32.2
Symptoms of Depressive Disorder,Wisconsin,15.7,12.9,18.9,12.9 - 18.9,15.7-22.4
Symptoms of Anxiety Disorder,Wisconsin,21.3,17.6,25.4,17.6 - 25.4,21.3-27.7
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,24.6,20.7,28.8,20.7 - 28.8,24.6-31.7
Symptoms of Depressive Disorder,Wisconsin,19,15.3,23.2,15.3 - 23.2,19.0-23.8
Symptoms of Anxiety Disorder,Wisconsin,25.5,20.5,31.1,20.5 - 31.1,25.1-29.4
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,29.2,24,34.8,24.0 - 34.8,29.2-34.0
Symptoms of Depressive Disorder,Wisconsin,24.6,20.7,28.8,20.7 - 28.8,23.9-26.7
Symptoms of Anxiety Disorder,Wisconsin,30.7,25.9,35.8,25.9 - 35.8,25.7-31.3
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,34.1,29.4,39.1,29.4 - 39.1,30.9-34.8
Symptoms of Depressive Disorder,Wisconsin,24.6,20.5,29,20.5 - 29.0,24.1-27.2
Symptoms of Anxiety Disorder,Wisconsin,31.1,26.8,35.7,26.8 - 35.7,31.1-34.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,36.6,32,41.3,32.0 - 41.3,34.8-38.3
Symptoms of Depressive Disorder,Wisconsin,23.9,20.1,28,20.1 - 28.0,20.5-25.9
Symptoms of Anxiety Disorder,Wisconsin,29.9,25.6,34.5,25.6 - 34.5,27.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,33.3,28.9,37.9,28.9 - 37.9,31.8-37.1
Symptoms of Depressive Disorder,Wisconsin,20.2,17.7,23,17.7 - 23.0,15.2-20.9
Symptoms of Anxiety Disorder,Wisconsin,25.2,22,28.6,22.0 - 28.6,20.9-28.4
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,29.1,26,32.3,26.0 - 32.3,24.2-33.2
Symptoms of Depressive Disorder,Wisconsin,19.3,16.4,22.4,16.4 - 22.4,17.4-21.7
Symptoms of Anxiety Disorder,Wisconsin,27.5,23.6,31.5,23.6 - 31.5,22.2-29.0
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,31.3,27.5,35.2,27.5 - 35.2,26.3-33.1
Symptoms of Depressive Disorder,Wisconsin,19.4,16.1,23.1,16.1 - 23.1,17.0-21.5
Symptoms of Anxiety Disorder,Wisconsin,28.4,24.6,32.4,24.6 - 32.4,22.5-29.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,30.8,26.9,34.9,26.9 - 34.9,27.3-33.3
Symptoms of Depressive Disorder,Wisconsin,21.6,19,24.4,19.0 - 24.4,16.6-22.4
Symptoms of Anxiety Disorder,Wisconsin,30.7,26.8,34.8,26.8 - 34.8,29.5-31.7
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,34.5,30.9,38.3,30.9 - 38.3,34.4-36.6
Symptoms of Depressive Disorder,Wisconsin,22.7,20.2,25.4,20.2 - 25.4,22.5-25.2
Symptoms of Anxiety Disorder,Wisconsin,32.1,29,35.3,29.0 - 35.3,30.4-32.5
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,36,32.7,39.5,32.7 - 39.5,35.5-37.1
Symptoms of Depressive Disorder,Wisconsin,27,22.5,31.8,22.5 - 31.8,24.5-27.6
Symptoms of Anxiety Disorder,Wisconsin,36,31,41.2,31.0 - 41.2,34.8-36.6
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,39.2,34.2,44.4,34.2 - 44.4,38.9-41.6
Symptoms of Depressive Disorder,Wisconsin,26.5,22.3,31.1,22.3 - 31.1,26.3-27.5
Symptoms of Anxiety Disorder,Wisconsin,31.4,27.2,35.9,27.2 - 35.9,28.4-34.3
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,38.7,33.8,43.8,33.8 - 43.8,32.1-39.7
Symptoms of Depressive Disorder,Wisconsin,26.3,22.3,30.5,22.3 - 30.5,20.2-26.5
Symptoms of Anxiety Disorder,Wisconsin,30.1,26.4,34.1,26.4 - 34.1,27.5-34.0
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,35.5,31.4,39.7,31.4 - 39.7,32.4-39.2
Symptoms of Depressive Disorder,Wisconsin,30,26.1,34.1,26.1 - 34.1,29.7-32.3
Symptoms of Anxiety Disorder,Wisconsin,35.4,31.2,39.9,31.2 - 39.9,34.3-35.9
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,40,35.4,44.8,35.4 - 44.8,39.8-41.1
Symptoms of Depressive Disorder,Wisconsin,21.3,17.7,25.2,17.7 - 25.2,21.3-26.0
Symptoms of Anxiety Disorder,Wisconsin,31.4,27.9,35.1,27.9 - 35.1,29.2-33.7
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,34.8,31.3,38.5,31.3 - 38.5,33.6-38.4
Symptoms of Depressive Disorder,Wisconsin,25.8,21.7,30.2,21.7 - 30.2,25.2-27.1
Symptoms of Anxiety Disorder,Wisconsin,30,25.9,34.4,25.9 - 34.4,23.8-32.3
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,36.4,31.9,41,31.9 - 41.0,28.8-37.6
Symptoms of Depressive Disorder,Wisconsin,25.8,22.4,29.5,22.4 - 29.5,24.9-27.3
Symptoms of Anxiety Disorder,Wisconsin,32.2,28.4,36.1,28.4 - 36.1,30.8-33.1
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,36.7,32.9,40.6,32.9 - 40.6,36.5-38.7
Symptoms of Depressive Disorder,Wisconsin,20.7,16.8,25,16.8 - 25.0,18.3-24.1
Symptoms of Anxiety Disorder,Wisconsin,26.4,22.4,30.6,22.4 - 30.6,21.4-30.2
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,30.4,26.4,34.6,26.4 - 34.6,25.5-35.9
Symptoms of Depressive Disorder,Wisconsin,22.2,18.4,26.3,18.4 - 26.3,15.9-22.9
Symptoms of Anxiety Disorder,Wisconsin,26.5,22.6,30.7,22.6 - 30.7,21.1-28.4
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,31.7,27,36.6,27.0 - 36.6,25.9-33.3
Symptoms of Depressive Disorder,Wisconsin,23.3,19.6,27.3,19.6 - 27.3,22.5-23.5
Symptoms of Anxiety Disorder,Wisconsin,25.9,22.4,29.6,22.4 - 29.6,21.2-26.6
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,32.3,28.3,36.4,28.3 - 36.4,32.1-34.7
Symptoms of Depressive Disorder,Wisconsin,14.9,12.2,18,12.2 - 18.0,13.4-19.5
Symptoms of Anxiety Disorder,Wisconsin,22.9,20.1,26,20.1 - 26.0,16.9-23.5
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,26,23.1,29.2,23.1 - 29.2,22.0-28.7
Symptoms of Depressive Disorder,Wisconsin,19.7,15.8,24,15.8 - 24.0,19.2-20.7
Symptoms of Anxiety Disorder,Wisconsin,20.5,17.3,24,17.3 - 24.0,19.1-23.3
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,26.4,22.5,30.6,22.5 - 30.6,23.2-27.3
Symptoms of Depressive Disorder,Wisconsin,20.9,17.5,24.6,17.5 - 24.6,20.7-22.7
Symptoms of Anxiety Disorder,Wisconsin,26,22.3,29.9,22.3 - 29.9,25.0-27.0
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,29.9,26.1,33.9,26.1 - 33.9,29.0-32.3
